State,District,Date,Year,Month,Avg_rainfall,Agency_name
Kerala,Kasaragod,2025-06-24,2025,06,11.1676841173,NRSC VIC MODEL
Kerala,Kasaragod,2025-06-26,2025,06,27.4157913179,NRSC VIC MODEL
Kerala,Kasaragod,2025-06-27,2025,06,34.7782084466,NRSC VIC MODEL
Kerala,Kasaragod,2025-06-29,2025,06,21.1176036178,NRSC VIC MODEL
Kerala,Kollam,2025-01-02,2025,01,0.0040905058,NRSC VIC MODEL
Kerala,Kollam,2025-01-04,2025,01,0.0353529365,NRSC VIC MODEL
Kerala,Kollam,2025-01-09,2025,01,0.0095014128,NRSC VIC MODEL
Kerala,Kollam,2025-01-11,2025,01,0.9978161821,NRSC VIC MODEL
Kerala,Kollam,2025-01-23,2025,01,0.1245208892,NRSC VIC MODEL
Kerala,Kollam,2025-01-30,2025,01,0.285649935,NRSC VIC MODEL
Kerala,Kollam,2025-02-09,2025,02,0.0002848882,NRSC VIC MODEL
Kerala,Kollam,2025-02-13,2025,02,0.0,NRSC VIC MODEL
Kerala,Kollam,2025-02-15,2025,02,0.0008068341,NRSC VIC MODEL
Kerala,Kollam,2025-02-21,2025,02,0.0,NRSC VIC MODEL
Kerala,Kollam,2025-02-26,2025,02,0.0037589065,NRSC VIC MODEL
Kerala,Kollam,2025-03-04,2025,03,0.575814188,NRSC VIC MODEL
Kerala,Kollam,2025-03-08,2025,03,0.473184412,NRSC VIC MODEL
Kerala,Kollam,2025-03-11,2025,03,0.1499142477,NRSC VIC MODEL
Kerala,Kollam,2025-03-13,2025,03,0.6007804205,NRSC VIC MODEL
Kerala,Kollam,2025-03-18,2025,03,5.240811221,NRSC VIC MODEL
Kerala,Kollam,2025-03-20,2025,03,7.2155495181,NRSC VIC MODEL
Kerala,Kollam,2025-03-26,2025,03,12.1326243553,NRSC VIC MODEL
Kerala,Kollam,2025-03-27,2025,03,12.6504344881,NRSC VIC MODEL
Kerala,Kollam,2025-04-05,2025,04,10.1743543164,NRSC VIC MODEL
Kerala,Kollam,2025-04-08,2025,04,0.2126733424,NRSC VIC MODEL
Kerala,Kollam,2025-04-10,2025,04,19.9061031279,NRSC VIC MODEL
Kerala,Kollam,2025-04-22,2025,04,0.0,NRSC VIC MODEL
Kerala,Kollam,2025-04-26,2025,04,15.6550619033,NRSC VIC MODEL
Kerala,Kollam,2025-05-02,2025,05,2.2094377741,NRSC VIC MODEL
Kerala,Kollam,2025-05-10,2025,05,0.0001630027,NRSC VIC MODEL
Kerala,Kollam,2025-05-15,2025,05,1.0008226913,NRSC VIC MODEL
Kerala,Kollam,2025-05-21,2025,05,2.00753972,NRSC VIC MODEL
Kerala,Kollam,2025-05-22,2025,05,2.8359245355,NRSC VIC MODEL
Kerala,Kollam,2025-05-23,2025,05,0.763202072,NRSC VIC MODEL
Kerala,Kollam,2025-05-24,2025,05,31.9967397878,NRSC VIC MODEL
Kerala,Kollam,2025-05-26,2025,05,48.5406537534,NRSC VIC MODEL
Kerala,Kollam,2025-05-30,2025,05,27.8655976774,NRSC VIC MODEL
Kerala,Kollam,2025-06-11,2025,06,19.8776770755,NRSC VIC MODEL
Kerala,Kollam,2025-06-13,2025,06,14.1865074216,NRSC VIC MODEL
Kerala,Kollam,2025-06-14,2025,06,31.1869468401,NRSC VIC MODEL
Kerala,Kollam,2025-06-15,2025,06,23.2053745592,NRSC VIC MODEL
Kerala,Kollam,2025-06-16,2025,06,23.2314404451,NRSC VIC MODEL
Kerala,Kollam,2025-06-22,2025,06,2.3502782887,NRSC VIC MODEL
Kerala,Kollam,2025-06-27,2025,06,33.8233646683,NRSC VIC MODEL
Kerala,Kollam,2025-06-30,2025,06,0.9487970346,NRSC VIC MODEL
Kerala,Kottayam,2025-01-01,2025,01,0.0027910854,NRSC VIC MODEL
Kerala,Kottayam,2025-01-15,2025,01,0.3586680724,NRSC VIC MODEL
Kerala,Kottayam,2025-01-19,2025,01,0.6538836706,NRSC VIC MODEL
Kerala,Kottayam,2025-02-02,2025,02,1.0312390382,NRSC VIC MODEL
Kerala,Kottayam,2025-02-04,2025,02,0.0,NRSC VIC MODEL
Kerala,Kottayam,2025-02-07,2025,02,0.0,NRSC VIC MODEL
Kerala,Kottayam,2025-02-08,2025,02,0.0,NRSC VIC MODEL
Kerala,Kottayam,2025-02-13,2025,02,0.0009839367,NRSC VIC MODEL
Kerala,Kottayam,2025-02-17,2025,02,0.0,NRSC VIC MODEL
Kerala,Kottayam,2025-02-20,2025,02,0.0,NRSC VIC MODEL
Kerala,Kottayam,2025-03-03,2025,03,0.1333131779,NRSC VIC MODEL
Kerala,Kottayam,2025-03-05,2025,03,1.2440962377,NRSC VIC MODEL
Kerala,Kottayam,2025-03-12,2025,03,0.0835547154,NRSC VIC MODEL
Kerala,Kottayam,2025-03-22,2025,03,14.3257118872,NRSC VIC MODEL
Kerala,Kottayam,2025-03-25,2025,03,0.0001368923,NRSC VIC MODEL
Kerala,Kottayam,2025-03-31,2025,03,0.0002860121,NRSC VIC MODEL
Kerala,Kottayam,2025-04-07,2025,04,8.6600167252,NRSC VIC MODEL
Kerala,Kottayam,2025-04-09,2025,04,6.6472370983,NRSC VIC MODEL
Kerala,Kottayam,2025-04-10,2025,04,3.5474888781,NRSC VIC MODEL
Kerala,Kottayam,2025-04-14,2025,04,0.0301845596,NRSC VIC MODEL
Kerala,Kottayam,2025-04-16,2025,04,0.0064060515,NRSC VIC MODEL
Kerala,Kottayam,2025-04-23,2025,04,1.8148982747,NRSC VIC MODEL
Kerala,Kottayam,2025-04-28,2025,04,11.2922761657,NRSC VIC MODEL
Kerala,Kottayam,2025-05-01,2025,05,1.6487417446,NRSC VIC MODEL
Kerala,Kottayam,2025-05-06,2025,05,12.0624436608,NRSC VIC MODEL
Kerala,Kottayam,2025-05-10,2025,05,0.0041310885,NRSC VIC MODEL
Kerala,Kottayam,2025-05-18,2025,05,3.6299054232,NRSC VIC MODEL
Kerala,Kottayam,2025-05-20,2025,05,32.4512121752,NRSC VIC MODEL
Kerala,Kottayam,2025-05-28,2025,05,13.1106706431,NRSC VIC MODEL
Kerala,Kottayam,2025-05-29,2025,05,54.2409882508,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-03-19,2025,03,17.8735039752,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-03-23,2025,03,2.2547107533,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-03-24,2025,03,0.5830669345,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-03-26,2025,03,6.3213097415,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-03-31,2025,03,0.0073652538,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-04-04,2025,04,11.5763379933,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-04-07,2025,04,4.8988095744,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-04-09,2025,04,3.759082373,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-04-16,2025,04,0.0017708788,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-04-17,2025,04,3.4362212637,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-04-24,2025,04,0.350838581,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-05-01,2025,05,0.0212781723,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-05-08,2025,05,21.6449375603,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-05-10,2025,05,0.0013262701,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-05-15,2025,05,0.4513392185,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-05-16,2025,05,6.7576457235,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-02,2025,06,1.9175262837,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-04,2025,06,5.4784342821,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-08,2025,06,0.0016775534,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-12,2025,06,12.4505143719,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-14,2025,06,32.0462655056,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-16,2025,06,22.2091800907,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-23,2025,06,3.4669939441,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-24,2025,06,0.1929289043,NRSC VIC MODEL
Kerala,Thiruvananthapuram,2025-06-25,2025,06,4.001197137,NRSC VIC MODEL
Kerala,Thrissur,2025-01-05,2025,01,0.0,NRSC VIC MODEL
Kerala,Thrissur,2025-01-12,2025,01,0.0,NRSC VIC MODEL
Kerala,Thrissur,2025-01-14,2025,01,0.020509012,NRSC VIC MODEL
Kerala,Thrissur,2025-01-20,2025,01,0.2380036519,NRSC VIC MODEL
Kerala,Thrissur,2025-01-24,2025,01,0.0,NRSC VIC MODEL
Kerala,Thrissur,2025-01-28,2025,01,0.0,NRSC VIC MODEL
Kerala,Thrissur,2025-01-29,2025,01,8.64816e-05,NRSC VIC MODEL
Kerala,Thrissur,2025-01-31,2025,01,0.0011457996,NRSC VIC MODEL
Kerala,Thrissur,2025-02-01,2025,02,0.0001562834,NRSC VIC MODEL
Kerala,Thrissur,2025-02-09,2025,02,0.0,NRSC VIC MODEL
Kerala,Thrissur,2025-02-23,2025,02,0.0001836774,NRSC VIC MODEL
Kerala,Thrissur,2025-03-01,2025,03,1.7633405601,NRSC VIC MODEL
Kerala,Thrissur,2025-03-08,2025,03,0.0504439134,NRSC VIC MODEL
Kerala,Thrissur,2025-03-17,2025,03,9.2237091502,NRSC VIC MODEL
Kerala,Thrissur,2025-03-23,2025,03,8.5443533995,NRSC VIC MODEL
Kerala,Thrissur,2025-03-24,2025,03,4.8974713378,NRSC VIC MODEL
Kerala,Thrissur,2025-03-29,2025,03,0.0484289237,NRSC VIC MODEL
Kerala,Thrissur,2025-04-03,2025,04,1.6833457211,NRSC VIC MODEL
Kerala,Thrissur,2025-04-09,2025,04,7.3605194919,NRSC VIC MODEL
Kerala,Thrissur,2025-04-22,2025,04,0.0,NRSC VIC MODEL
Kerala,Thrissur,2025-05-08,2025,05,1.7509571051,NRSC VIC MODEL
Kerala,Thrissur,2025-05-20,2025,05,66.3926621587,NRSC VIC MODEL
Kerala,Thrissur,2025-05-26,2025,05,86.2845401485,NRSC VIC MODEL
Kerala,Thrissur,2025-05-27,2025,05,55.679761715,NRSC VIC MODEL
Kerala,Thrissur,2025-06-01,2025,06,13.0769414216,NRSC VIC MODEL
Kerala,Thrissur,2025-06-07,2025,06,0.102673037,NRSC VIC MODEL
Kerala,Thrissur,2025-06-17,2025,06,45.6514513167,NRSC VIC MODEL
Kerala,Thrissur,2025-06-23,2025,06,60.5992092744,NRSC VIC MODEL
Kerala,Thrissur,2025-06-29,2025,06,25.5521422574,NRSC VIC MODEL
Kerala,Wayanad,2025-01-11,2025,01,0.7662545637,NRSC VIC MODEL
Kerala,Wayanad,2025-01-12,2025,01,0.0,NRSC VIC MODEL
Kerala,Wayanad,2025-01-13,2025,01,0.0,NRSC VIC MODEL
Kerala,Wayanad,2025-01-14,2025,01,0.3737965642,NRSC VIC MODEL
Kerala,Wayanad,2025-02-01,2025,02,6.69591e-05,NRSC VIC MODEL
Kerala,Wayanad,2025-02-05,2025,02,0.0,NRSC VIC MODEL
Kerala,Wayanad,2025-02-16,2025,02,0.0,NRSC VIC MODEL
Kerala,Wayanad,2025-02-22,2025,02,0.0,NRSC VIC MODEL
Kerala,Wayanad,2025-02-26,2025,02,0.0,NRSC VIC MODEL
Kerala,Wayanad,2025-03-03,2025,03,0.4062631604,NRSC VIC MODEL
Kerala,Wayanad,2025-03-05,2025,03,0.1804685486,NRSC VIC MODEL
Kerala,Wayanad,2025-03-12,2025,03,0.0076690942,NRSC VIC MODEL
Kerala,Wayanad,2025-03-13,2025,03,1.0703811748,NRSC VIC MODEL
Kerala,Wayanad,2025-03-22,2025,03,0.0189389055,NRSC VIC MODEL
Kerala,Wayanad,2025-03-27,2025,03,6.9664989701,NRSC VIC MODEL
Kerala,Wayanad,2025-04-11,2025,04,10.6169133304,NRSC VIC MODEL
Kerala,Wayanad,2025-04-13,2025,04,0.6388002665,NRSC VIC MODEL
Kerala,Wayanad,2025-04-16,2025,04,0.0100727567,NRSC VIC MODEL
Kerala,Wayanad,2025-04-21,2025,04,0.3349529716,NRSC VIC MODEL
Kerala,Wayanad,2025-04-23,2025,04,0.0044292214,NRSC VIC MODEL
Kerala,Wayanad,2025-05-26,2025,05,105.7057605554,NRSC VIC MODEL
Kerala,Wayanad,2025-05-28,2025,05,52.8535375204,NRSC VIC MODEL
Kerala,Wayanad,2025-06-01,2025,06,1.3567672091,NRSC VIC MODEL
Kerala,Wayanad,2025-06-05,2025,06,0.0832051783,NRSC VIC MODEL
Kerala,Wayanad,2025-06-06,2025,06,0.0315867626,NRSC VIC MODEL
Kerala,Wayanad,2025-06-08,2025,06,0.0014296887,NRSC VIC MODEL
Kerala,Wayanad,2025-06-10,2025,06,0.0023895883,NRSC VIC MODEL
Kerala,Wayanad,2025-06-12,2025,06,6.391095878,NRSC VIC MODEL
Kerala,Wayanad,2025-06-13,2025,06,8.3619204889,NRSC VIC MODEL
Kerala,Wayanad,2025-06-15,2025,06,19.5717885214,NRSC VIC MODEL
Kerala,Wayanad,2025-06-17,2025,06,49.4066455667,NRSC VIC MODEL
Kerala,Wayanad,2025-06-18,2025,06,31.2697561623,NRSC VIC MODEL
Kerala,Wayanad,2025-06-19,2025,06,19.3236064283,NRSC VIC MODEL
Kerala,Wayanad,2025-06-22,2025,06,2.7933919934,NRSC VIC MODEL
Kerala,Wayanad,2025-06-23,2025,06,44.1450709114,NRSC VIC MODEL
Kerala,Wayanad,2025-06-29,2025,06,8.7983632421,NRSC VIC MODEL
Ladakh,Kargil,2025-01-04,2025,01,0.005962786,NRSC VIC MODEL
Ladakh,Kargil,2025-01-05,2025,01,1.5002436326,NRSC VIC MODEL
Ladakh,Kargil,2025-01-09,2025,01,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-01-13,2025,01,0.0584276273,NRSC VIC MODEL
Ladakh,Kargil,2025-01-17,2025,01,1.0485824971,NRSC VIC MODEL
Ladakh,Kargil,2025-01-22,2025,01,2.1511753883,NRSC VIC MODEL
Ladakh,Kargil,2025-01-23,2025,01,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-02-03,2025,02,7.488e-07,NRSC VIC MODEL
Ladakh,Kargil,2025-02-04,2025,02,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-02-17,2025,02,0.4630433316,NRSC VIC MODEL
Ladakh,Kargil,2025-02-21,2025,02,37.2860170872,NRSC VIC MODEL
Ladakh,Kargil,2025-02-24,2025,02,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-03-01,2025,03,0.0341407938,NRSC VIC MODEL
Ladakh,Kargil,2025-03-08,2025,03,0.0006487791,NRSC VIC MODEL
Ladakh,Kargil,2025-03-12,2025,03,3.0001499792,NRSC VIC MODEL
Ladakh,Kargil,2025-03-15,2025,03,12.7529251502,NRSC VIC MODEL
Ladakh,Kargil,2025-03-18,2025,03,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-03-22,2025,03,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-03-30,2025,03,0.0019300462,NRSC VIC MODEL
Ladakh,Kargil,2025-03-31,2025,03,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-04-07,2025,04,0.1084076226,NRSC VIC MODEL
Ladakh,Kargil,2025-04-14,2025,04,0.0117098921,NRSC VIC MODEL
Ladakh,Kargil,2025-04-17,2025,04,0.0935845905,NRSC VIC MODEL
Ladakh,Kargil,2025-04-26,2025,04,0.4922440217,NRSC VIC MODEL
Ladakh,Kargil,2025-04-27,2025,04,0.0311884383,NRSC VIC MODEL
Ladakh,Kargil,2025-05-08,2025,05,0.9470769706,NRSC VIC MODEL
Ladakh,Kargil,2025-05-15,2025,05,0.0468586618,NRSC VIC MODEL
Ladakh,Kargil,2025-05-19,2025,05,3.40424236,NRSC VIC MODEL
Ladakh,Kargil,2025-05-22,2025,05,7.488e-07,NRSC VIC MODEL
Ladakh,Kargil,2025-05-23,2025,05,0.0114104712,NRSC VIC MODEL
Ladakh,Kargil,2025-05-27,2025,05,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-05-30,2025,05,4.7188612695,NRSC VIC MODEL
Ladakh,Kargil,2025-05-31,2025,05,9.4712528355,NRSC VIC MODEL
Ladakh,Kargil,2025-06-01,2025,06,1.3268932509,NRSC VIC MODEL
Ladakh,Kargil,2025-06-02,2025,06,0.3793538835,NRSC VIC MODEL
Ladakh,Kargil,2025-06-03,2025,06,1.0442210038,NRSC VIC MODEL
Ladakh,Kargil,2025-06-04,2025,06,1.0610241989,NRSC VIC MODEL
Ladakh,Kargil,2025-06-20,2025,06,3.30537629,NRSC VIC MODEL
Ladakh,Kargil,2025-06-25,2025,06,0.0,NRSC VIC MODEL
Ladakh,Kargil,2025-06-29,2025,06,0.0688248135,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-01-10,2025,01,0.0899400925,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-01-19,2025,01,0.4775868385,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-01-29,2025,01,0.0459315608,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-02,2025,02,0.5185237931,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-03,2025,02,0.3162328551,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-08,2025,02,0.2769397413,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-10,2025,02,0.0593935854,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-19,2025,02,0.0162351227,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-21,2025,02,24.6055768233,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-24,2025,02,0.0102947536,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-02-26,2025,02,2.3004732498,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-03-03,2025,03,0.0450204856,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-03-06,2025,03,0.0014854906,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-03-13,2025,03,3.9276085258,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-03-21,2025,03,0.0541195962,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-03-29,2025,03,0.0123912867,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-05,2025,04,7.52568e-05,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-08,2025,04,0.0152185534,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-10,2025,04,1.0616869379,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-11,2025,04,1.1146205581,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-14,2025,04,0.0583243059,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-18,2025,04,0.481236754,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-20,2025,04,4.6796431479,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-04-29,2025,04,0.1584829481,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-05-03,2025,05,0.4913560969,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-05-20,2025,05,1.2401749661,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-06-04,2025,06,0.9040575922,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-06-17,2025,06,0.6271622489,NRSC VIC MODEL
Ladakh,Leh Ladakh,2025-06-20,2025,06,1.1228041091,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-01,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-10,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-11,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-16,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-17,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-19,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-21,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-01-27,2025,01,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-02-04,2025,02,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-02-19,2025,02,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-02-20,2025,02,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-02-27,2025,02,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-02-28,2025,02,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-06,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-12,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-18,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-24,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-25,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-27,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-03-28,2025,03,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-04-01,2025,04,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-04-21,2025,04,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-04-23,2025,04,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-05-05,2025,05,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-05-17,2025,05,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-05-28,2025,05,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-06-01,2025,06,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-06-05,2025,06,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-06-07,2025,06,0.0,NRSC VIC MODEL
Lakshadweep,Lakshadweep District,2025-06-12,2025,06,0.0,NRSC VIC MODEL
